seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	8059365	8059454	90	*	X15266	5187	8043788	8059678	15891	-	0	inside	223	PER1
chr17	8066460	8066556	97	*	X15267	6844	8062465	8066293	3829	-	166	upstream	166	VAMP2
chr17	8066941	8066965	25	*	X15268	6844	8062465	8066293	3829	-	647	upstream	647	VAMP2
chr17	8079445	8079519	75	*	X15270	84314	8076297	8079714	3418	-	0	inside	194	TMEM107
chr17	8080405	8080439	35	*	X15271	84314	8076297	8079714	3418	-	690	upstream	690	TMEM107
chr17	8113663	8113737	75	*	X15273	9212	8108049	8113944	5896	-	0	inside	206	AURKB
chr17	8151374	8151493	120	*	X15275	5198	8152596	8173809	21214	+	1102	upstream	1102	PFAS
chr17	8151374	8151493	120	*	X15275	80169	8128139	8151413	23275	-	0	overlapStart	0	CTC1
chr17	8279913	8280027	115	*	X15282	124751	8271973	8280029	8057	-	0	inside	1	KRBA2
chr17	8533717	8533956	240	*	X15286	4628	8377523	8534079	156557	-	0	inside	122	MYH10
chr17	8533987	8534075	89	*	X15287	4628	8377523	8534079	156557	-	0	inside	3	MYH10
chr17	8649180	8649314	135	*	X15288	146849	8633246	8648154	14909	-	1025	upstream	1025	CCDC42
chr17	8649321	8649524	204	*	X15289	146849	8633246	8648154	14909	-	1166	upstream	1166	CCDC42
chr17	8650020	8650072	53	*	X15290	146849	8633246	8648154	14909	-	1865	upstream	1865	CCDC42
chr17	8702971	8703012	42	*	X15291	162387	8700428	8702667	2240	-	303	upstream	303	MFSD6L
chr17	8869130	8869182	53	*	X15293	23533	8782233	8869029	86797	-	100	upstream	100	PIK3R5
chr17	8869378	8869482	105	*	X15294	23533	8782233	8869029	86797	-	348	upstream	348	PIK3R5
chr17	8924038	8924127	90	*	X15303	9423	8924859	9147317	222459	+	731	upstream	731	NTN1
chr17	9478931	9479020	90	*	X15309	146845	9479944	9546776	66833	+	923	upstream	923	CFAP52
chr17	9478931	9479020	90	*	X15309	9482	9153788	9479275	325488	-	0	inside	254	STX8
chr17	9479741	9479860	120	*	X15310	146845	9479944	9546776	66833	+	83	upstream	83	CFAP52
chr17	9479741	9479860	120	*	X15310	9482	9153788	9479275	325488	-	465	upstream	465	STX8
chr17	9547969	9548051	83	*	X15311	124739	9548580	9633003	84424	+	528	upstream	528	USP43
chr17	9548697	9548861	165	*	X15312	124739	9548580	9633003	84424	+	0	inside	116	USP43
chr17	10102193	10102342	150	*	X15314	8522	9813926	10101868	287943	-	324	upstream	324	GAS7
chr17	10601693	10601782	90	*	X15315	6341	10583649	10600885	17237	-	807	upstream	807	SCO1
chr17	10634621	10634621	1	*	X15316	388335	10616639	10633646	17008	-	974	upstream	974	TMEM220
chr17	11143010	11143114	105	*	X15320	388336	11144740	11467380	322641	+	1625	upstream	1625	SHISA6
chr17	11143270	11143419	150	*	X15321	388336	11144740	11467380	322641	+	1320	upstream	1320	SHISA6
chr17	11143495	11143599	105	*	X15322	388336	11144740	11467380	322641	+	1140	upstream	1140	SHISA6
chr17	11143700	11143819	120	*	X15323	388336	11144740	11467380	322641	+	920	upstream	920	SHISA6
chr17	11144630	11144749	120	*	X15324	388336	11144740	11467380	322641	+	0	overlapStart	0	SHISA6
chr17	11901048	11901152	105	*	X15328	7566	11880762	11900785	20024	-	262	upstream	262	ZNF18
chr17	11924283	11924477	195	*	X15329	6416	11924135	12047051	122917	+	0	inside	147	MAP2K4
chr17	12568283	12568417	135	*	X15331	93649	12569207	12670651	101445	+	789	upstream	789	MYOCD
chr17	13505380	13505514	135	*	X15334	9955	13399006	13505244	106239	-	135	upstream	135	HS3ST3A1
chr17	13505575	13505709	135	*	X15335	9955	13399006	13505244	106239	-	330	upstream	330	HS3ST3A1
chr17	13972491	13972610	120	*	X15336	1352	13972719	14111996	139278	+	108	upstream	108	COX10
chr17	13972491	13972610	120	*	X15336	100874058	13932609	13972775	40167	-	0	inside	164	COX10-AS1
chr17	14203265	14203384	120	*	X15338	9953	14204506	14249492	44987	+	1121	upstream	1121	HS3ST3B1
chr17	14203865	14203969	105	*	X15339	9953	14204506	14249492	44987	+	536	upstream	536	HS3ST3B1
chr17	15244835	15244954	120	*	X15344	64518	15207129	15244958	37830	-	0	inside	3	TEKT3
chr17	15847415	15847549	135	*	X15346	136	15848231	15879210	30980	+	681	upstream	681	ADORA2B
chr17	16284514	16284768	255	*	X15348	7314	16284367	16286054	1688	+	0	inside	146	UBB
chr17	16396895	16397013	119	*	X15352	388341	16345319	16395505	50187	-	1389	upstream	1389	LRRC75A
chr17	16557155	16557168	14	*	X15354	57547	16524048	16557167	33120	-	0	overlapStart	0	ZNF624
chr17	16945400	16945534	135	*	X15355	23164	16946074	17095962	149889	+	539	upstream	539	MPRIP
chr17	17140041	17140235	195	*	X15356	201163	17115527	17140502	24976	-	0	inside	266	FLCN
chr17	17140041	17140235	195	*	X15356	201164	17104309	17140502	36194	-	0	inside	266	PLD6
chr17	17380074	17380223	150	*	X15358	55090	17380300	17396534	16235	+	76	upstream	76	MED9
chr17	17399612	17399700	89	*	X15363	51655	17397753	17399709	1957	-	0	inside	8	RASD1
chr17	17494626	17494730	105	*	X15364	10400	17408877	17495017	86141	-	0	inside	286	PEMT
chr17	17684223	17684312	90	*	X15392	140771	17680000	17682843	2844	-	1379	upstream	1379	SMCR5
chr17	17740270	17740351	82	*	X15410	6720	17714663	17740325	25663	-	0	overlapStart	0	SREBF1
chr17	17875149	17875388	240	*	X15412	83450	17876127	17920189	44063	+	738	upstream	738	DRC3
chr17	17875569	17875815	247	*	X15413	83450	17876127	17920189	44063	+	311	upstream	311	DRC3
chr17	17875569	17875815	247	*	X15413	146691	17746822	17875784	128963	-	0	overlapStart	0	TOM1L2
chr17	17942842	17942976	135	*	X15414	79018	17942611	17971718	29108	+	0	inside	230	GID4
chr17	17942842	17942976	135	*	X15414	91647	17918373	17942480	24108	-	361	upstream	361	ATPAF2
chr17	17943262	17943411	150	*	X15415	91647	17918373	17942480	24108	-	781	upstream	781	ATPAF2
chr17	17943862	17944056	195	*	X15416	91647	17918373	17942480	24108	-	1381	upstream	1381	ATPAF2
chr17	18085762	18085881	120	*	X15419	54890	18086867	18113267	26401	+	985	upstream	985	ALKBH5
chr17	18129184	18129319	136	*	X15421	3996	18128936	18148188	19253	+	0	inside	247	LLGL1
chr17	18162019	18162123	105	*	X15428	125170	18163848	18169095	5248	+	1724	upstream	1724	MIEF2
chr17	18162019	18162123	105	*	X15428	2314	18148131	18162230	14100	-	0	inside	106	FLII
chr17	18218337	18218456	120	*	X15430	140775	18218594	18231370	12777	+	137	upstream	137	SMCR8
chr17	18218337	18218456	120	*	X15430	7156	18177235	18218321	41087	-	15	upstream	15	TOP3A
chr17	18908726	18908735	10	*	X15435	644815	18874381	18908060	33680	-	665	upstream	665	FAM83G
chr17	19140698	19140742	45	*	X15436	22905	19140690	19240028	99339	+	0	inside	7	EPN2
chr17	19140840	19141094	255	*	X15437	22905	19140690	19240028	99339	+	0	inside	149	EPN2
chr17	19280201	19280311	111	*	X15440	5598	19281034	19286857	5824	+	722	upstream	722	MAPK7
chr17	19281023	19281247	225	*	X15441	5598	19281034	19286857	5824	+	0	overlapStart	0	MAPK7
chr17	19281023	19281247	225	*	X15441	27077	19240867	19281495	40629	-	0	inside	247	B9D1
chr17	19281902	19282021	120	*	X15442	27077	19240867	19281495	40629	-	406	upstream	406	B9D1
chr17	19881105	19881224	120	*	X15449	11216	19807765	19881169	73405	-	0	overlapStart	0	AKAP10
chr17	19881930	19882049	120	*	X15450	11216	19807765	19881169	73405	-	760	upstream	760	AKAP10
chr17	21156743	21156847	105	*	X15462	256302	21142184	21156578	14395	-	164	upstream	164	NATD1
chr17	21187937	21188032	96	*	X15464	5606	21187968	21218551	30584	+	0	overlapStart	0	MAP2K3
chr17	21188213	21188362	150	*	X15465	5606	21187968	21218551	30584	+	0	inside	244	MAP2K3
chr17	21278963	21279052	90	*	X15467	3768	21279699	21323179	43481	+	646	upstream	646	KCNJ12
chr17	21279908	21279997	90	*	X15468	3768	21279699	21323179	43481	+	0	inside	208	KCNJ12
chr17	26220200	26220283	84	*	X15481	201229	26205340	26220409	15070	-	0	inside	125	LYRM9
chr17	26220200	26220283	84	*	X15481	4843	26083792	26220409	136618	-	0	inside	125	NOS2
chr17	26368916	26369021	106	*	X15485	51701	26369688	26523404	153717	+	666	upstream	666	NLK
chr17	26369187	26369321	135	*	X15486	51701	26369688	26523404	153717	+	366	upstream	366	NLK
chr17	26698600	26698620	21	*	X15491	7448	26694299	26697373	3075	-	1226	upstream	1226	VTN
chr17	26698828	26698902	75	*	X15492	7448	26694299	26697373	3075	-	1454	upstream	1454	VTN
chr17	26733304	26733438	135	*	X15500	113235	26721661	26733230	11570	-	73	upstream	73	SLC46A1
chr17	26879218	26879352	135	*	X15501	9094	26873725	26879646	5922	-	0	inside	293	UNC119
chr17	26879586	26879690	105	*	X15502	9094	26873725	26879646	5922	-	0	overlapStart	0	UNC119
chr17	26879779	26879780	2	*	X15503	9094	26873725	26879646	5922	-	132	upstream	132	UNC119
chr17	26925631	26925735	105	*	X15506	100506436	26926151	26944395	18245	+	415	upstream	415	SPAG5-AS1
chr17	26971704	26971988	285	*	X15507	9703	26941458	26972177	30720	-	0	inside	188	KIAA0100
chr17	26988598	26988747	150	*	X15508	6830	26989302	27029249	39948	+	554	upstream	554	SUPT6H
chr17	26989484	26989543	60	*	X15509	6830	26989302	27029249	39948	+	0	inside	181	SUPT6H
chr17	26989484	26989543	60	*	X15509	6388	26975374	26989207	13834	-	276	upstream	276	SDF2
chr17	27038528	27038611	84	*	X15512	147011	27030534	27038872	8339	-	0	inside	260	PROCA1
chr17	27038717	27038836	120	*	X15513	147011	27030534	27038872	8339	-	0	inside	35	PROCA1
chr17	27038972	27039151	180	*	X15514	147011	27030534	27038872	8339	-	99	upstream	99	PROCA1
chr17	27039347	27039481	135	*	X15515	147011	27030534	27038872	8339	-	474	upstream	474	PROCA1
chr17	27044851	27044915	65	*	X15517	100861437	27043011	27044908	1898	-	0	overlapStart	0	NA
chr17	27044968	27045000	33	*	X15518	100861437	27043011	27044908	1898	-	59	upstream	59	NA
chr17	27044968	27045000	33	*	X15518	83871	27041299	27045286	3988	-	0	inside	285	RAB34
chr17	27044968	27045000	33	*	X15518	6147	27047000	27051374	4375	+	1999	upstream	1999	RPL23A
chr17	27045211	27045255	45	*	X15519	100861437	27043011	27044908	1898	-	302	upstream	302	NA
chr17	27045211	27045255	45	*	X15519	83871	27041299	27045286	3988	-	0	inside	30	RAB34
chr17	27045211	27045255	45	*	X15519	6147	27047000	27051374	4375	+	1744	upstream	1744	RPL23A
chr17	27047222	27047326	105	*	X15520	83871	27041299	27045286	3988	-	1935	upstream	1935	RAB34
chr17	27047222	27047326	105	*	X15520	6147	27047000	27051374	4375	+	0	inside	221	RPL23A
chr17	27047222	27047326	105	*	X15520	26808	27047568	27047634	67	+	241	upstream	241	SNORD42B
chr17	27054209	27054312	104	*	X15522	116238	27051366	27053949	2584	-	259	upstream	259	TLCD1
chr17	27054209	27054312	104	*	X15522	284086	27055832	27069784	13953	+	1519	upstream	1519	NEK8
chr17	27055558	27055647	90	*	X15523	116238	27051366	27053949	2584	-	1608	upstream	1608	TLCD1
chr17	27055558	27055647	90	*	X15523	284086	27055832	27069784	13953	+	184	upstream	184	NEK8
chr17	27055751	27055855	105	*	X15524	116238	27051366	27053949	2584	-	1801	upstream	1801	TLCD1
chr17	27055751	27055855	105	*	X15524	284086	27055832	27069784	13953	+	0	overlapStart	0	NEK8
chr17	27055886	27055975	90	*	X15525	116238	27051366	27053949	2584	-	1936	upstream	1936	TLCD1
chr17	27055886	27055975	90	*	X15525	284086	27055832	27069784	13953	+	0	inside	53	NEK8
chr17	27070500	27070589	90	*	X15526	9618	27071023	27077976	6954	+	433	upstream	433	TRAF4
chr17	27070920	27071009	90	*	X15527	9618	27071023	27077976	6954	+	13	upstream	13	TRAF4
chr17	27071274	27071438	165	*	X15528	9618	27071023	27077976	6954	+	0	inside	250	TRAF4
chr17	27169466	27169555	90	*	X15536	55731	27082996	27169841	86846	-	0	inside	285	FAM222B
chr17	27169565	27169654	90	*	X15537	55731	27082996	27169841	86846	-	0	inside	186	FAM222B
chr17	27224398	27224502	105	*	X15538	2319	27206357	27224715	18359	-	0	inside	212	FLOT2
chr17	27278390	27278479	90	*	X15541	57649	27232271	27278508	46238	-	0	inside	28	PHF12
chr17	27507154	27507288	135	*	X15547	399687	27400528	27507407	106880	-	0	inside	118	MYO18A
chr17	27717334	27717498	165	*	X15551	100616122	27717680	27717748	69	+	181	upstream	181	MIR4523
chr17	27717334	27717498	165	*	X15551	57551	27717943	27878921	160979	+	444	upstream	444	TAOK1
chr17	27718099	27718323	225	*	X15552	57551	27717943	27878921	160979	+	0	inside	155	TAOK1
chr17	27894086	27894104	19	*	X15553	90313	27895739	27900175	4437	+	1634	upstream	1634	TP53I13
chr17	27894086	27894104	19	*	X15553	116236	27887689	27894042	6354	-	43	upstream	43	ABHD15
chr17	27894162	27894190	29	*	X15554	90313	27895739	27900175	4437	+	1548	upstream	1548	TP53I13
chr17	27894162	27894190	29	*	X15554	116236	27887689	27894042	6354	-	119	upstream	119	ABHD15
chr17	27895171	27895305	135	*	X15555	90313	27895739	27900175	4437	+	433	upstream	433	TP53I13
chr17	27895171	27895305	135	*	X15555	116236	27887689	27894042	6354	-	1128	upstream	1128	ABHD15
chr17	27895591	27895619	29	*	X15556	90313	27895739	27900175	4437	+	119	upstream	119	TP53I13
chr17	27895591	27895619	29	*	X15556	116236	27887689	27894042	6354	-	1548	upstream	1548	ABHD15
chr17	27895713	27895785	73	*	X15557	90313	27895739	27900175	4437	+	0	overlapStart	0	TP53I13
chr17	27895713	27895785	73	*	X15557	116236	27887689	27894042	6354	-	1670	upstream	1670	ABHD15
chr17	27916174	27916278	105	*	X15559	124930	27916801	27941779	24979	+	522	upstream	522	ANKRD13B
chr17	27917466	27917580	115	*	X15560	28964	27900487	27916610	16124	-	855	upstream	855	GIT1
chr17	27918111	27918200	90	*	X15561	28964	27900487	27916610	16124	-	1500	upstream	1500	GIT1
chr17	27918462	27918551	90	*	X15562	28964	27900487	27916610	16124	-	1851	upstream	1851	GIT1
chr17	27948024	27948158	135	*	X15572	84940	27941774	27948441	6668	-	0	inside	282	CORO6
chr17	27949306	27949425	120	*	X15573	84940	27941774	27948441	6668	-	864	upstream	864	CORO6
chr17	28256779	28256913	135	*	X15576	374786	28256874	28435470	178597	+	0	overlapStart	0	EFCAB5
chr17	28256779	28256913	135	*	X15576	85464	27952965	28257018	304054	-	0	inside	104	SSH2
chr17	28256959	28257273	315	*	X15577	374786	28256874	28435470	178597	+	0	inside	84	EFCAB5
chr17	28256959	28257273	315	*	X15577	85464	27952965	28257018	304054	-	0	overlapStart	0	SSH2
chr17	28257404	28257568	165	*	X15578	85464	27952965	28257018	304054	-	385	upstream	385	SSH2
chr17	28564047	28564074	28	*	X15579	6532	28521337	28562986	41650	-	1060	upstream	1060	SLC6A4
chr17	28564423	28564609	187	*	X15580	6532	28521337	28562986	41650	-	1436	upstream	1436	SLC6A4
chr17	28704002	28704010	9	*	X15583	1362	28705942	28796675	90734	+	1931	upstream	1931	CPD
chr17	28804659	28804823	165	*	X15584	9527	28804426	28853832	49407	+	0	inside	232	GOSR1
chr17	29034543	29034750	208	*	X15588	440423	29036626	29097068	60443	+	1875	upstream	1875	SUZ12P1
chr17	29035366	29035403	38	*	X15589	440423	29036626	29097068	60443	+	1222	upstream	1222	SUZ12P1
chr17	29035449	29035485	37	*	X15590	440423	29036626	29097068	60443	+	1140	upstream	1140	SUZ12P1
chr17	29035561	29035650	90	*	X15591	440423	29036626	29097068	60443	+	975	upstream	975	SUZ12P1
chr17	29151088	29151492	405	*	X15598	51379	29109702	29151778	42077	-	0	inside	285	CRLF3
chr17	29151733	29151745	13	*	X15599	51379	29109702	29151778	42077	-	0	inside	32	CRLF3
chr17	29421669	29421803	135	*	X15604	4763	29421945	29708905	286961	+	141	upstream	141	NF1
chr17	29421669	29421803	135	*	X15604	100616266	29421368	29421443	76	-	225	upstream	225	MIR4733
chr17	29422002	29422196	195	*	X15605	4763	29421945	29708905	286961	+	0	inside	56	NF1
chr17	29422002	29422196	195	*	X15605	100616266	29421368	29421443	76	-	558	upstream	558	MIR4733
chr17	29422509	29422703	195	*	X15606	100616266	29421368	29421443	76	-	1065	upstream	1065	MIR4733
chr17	29718376	29718480	105	*	X15607	84440	29718642	29865232	146591	+	161	upstream	161	RAB11FIP4
chr17	29886136	29886142	7	*	X15614	406968	29887015	29887102	88	+	872	upstream	872	MIR193A
chr17	30185952	30186056	105	*	X15617	55352	30178884	30186326	7443	-	0	inside	269	COPRS
chr17	30186395	30186446	52	*	X15618	55352	30178884	30186326	7443	-	68	upstream	68	COPRS
chr17	30228429	30228548	120	*	X15619	55813	30190190	30228729	38540	-	0	inside	180	UTP6
chr17	30264324	30264466	143	*	X15620	23512	30264044	30328057	64014	+	0	inside	279	SUZ12
chr17	30333885	30333974	90	*	X15621	114659	30335037	30380519	45483	+	1062	upstream	1062	LRRC37B
chr17	30334072	30334206	135	*	X15622	114659	30335037	30380519	45483	+	830	upstream	830	LRRC37B
chr17	30334440	30334574	135	*	X15623	114659	30335037	30380519	45483	+	462	upstream	462	LRRC37B
chr17	30335085	30335219	135	*	X15624	114659	30335037	30380519	45483	+	0	inside	47	LRRC37B
chr17	30469691	30469840	150	*	X15626	55288	30469473	30552746	83274	+	0	inside	217	RHOT1
chr17	30593194	30593238	45	*	X15628	162494	30593195	30651680	58486	+	0	overlapStart	0	RHBDL3
chr17	30668931	30669050	120	*	X15633	64149	30655460	30669228	13769	-	0	inside	177	C17orf75
chr17	30813501	30813510	10	*	X15637	8851	30814105	30818271	4167	+	594	upstream	594	CDK5R1
chr17	30813723	30813770	48	*	X15638	8851	30814105	30818271	4167	+	334	upstream	334	CDK5R1
chr17	30814401	30814505	105	*	X15639	8851	30814105	30818271	4167	+	0	inside	295	CDK5R1
chr17	31204146	31204214	69	*	X15643	4642	30819628	31203902	384275	-	243	upstream	243	MYO1D
chr17	31255097	31255156	60	*	X15644	26022	31254928	31268667	13740	+	0	inside	168	TMEM98
chr17	32905768	32905872	105	*	X15663	124842	32907768	32966337	58570	+	1895	upstream	1895	TMEM132E
chr17	32906452	32906631	180	*	X15664	124842	32907768	32966337	58570	+	1136	upstream	1136	TMEM132E
chr17	32906452	32906631	180	*	X15664	400591	32901142	32906388	5247	-	63	upstream	63	C17orf102
chr17	32907865	32907924	60	*	X15665	124842	32907768	32966337	58570	+	0	inside	96	TMEM132E
chr17	32907865	32907924	60	*	X15665	400591	32901142	32906388	5247	-	1476	upstream	1476	C17orf102
chr17	33415933	33416067	135	*	X15675	117584	33336131	33416348	80218	-	0	inside	280	RFFL
chr17	33416216	33416331	116	*	X15676	117584	33336131	33416348	80218	-	0	inside	16	RFFL
chr17	33446786	33446860	75	*	X15677	54752	33448631	33457751	9121	+	1770	upstream	1770	FNDC8
chr17	33569562	33569651	90	*	X15678	162394	33570086	33594761	24676	+	434	upstream	434	SLFN5
chr17	33700705	33700869	165	*	X15688	91607	33677329	33700720	23392	-	0	overlapStart	0	SLFN11
chr17	33761585	33761627	43	*	X15689	55106	33738081	33760173	22093	-	1411	upstream	1411	SLFN12
chr17	33776272	33776361	90	*	X15692	146857	33762115	33775856	13742	-	415	upstream	415	SLFN13
chr17	33905319	33905438	120	*	X15699	5193	33901814	33905656	3843	-	0	inside	217	PEX12
chr17	34058918	34058943	26	*	X15702	91608	34058679	34070540	11862	+	0	inside	238	RASL10B
chr17	34122604	34122708	105	*	X15708	79148	34083269	34122640	39372	-	0	overlapStart	0	MMP28
chr17	34136671	34136790	120	*	X15709	8148	34136459	34174246	37788	+	0	inside	211	TAF15
chr17	34841694	34841723	30	*	X15716	9326	34842473	34855154	12682	+	749	upstream	749	ZNHIT3
chr17	34842654	34842803	150	*	X15717	9326	34842473	34855154	12682	+	0	inside	180	ZNHIT3
chr17	34900596	34900760	165	*	X15718	79893	34900737	34946276	45540	+	0	overlapStart	0	GGNBP2
chr17	34957990	34958079	90	*	X15724	79922	34958025	34965407	7383	+	0	overlapStart	0	MRM1
chr17	35293158	35293247	90	*	X15742	3975	35294772	35301915	7144	+	1524	upstream	1524	LHX1
chr17	35294733	35294837	105	*	X15743	3975	35294772	35301915	7144	+	0	overlapStart	0	LHX1
chr17	35305593	35305667	75	*	X15747	26574	35306175	35414171	107997	+	507	upstream	507	AATF
chr17	35767268	35767355	88	*	X15752	6871	35766977	35837226	70250	+	0	inside	290	TADA2A
chr17	35767268	35767355	88	*	X15752	31	35441927	35766902	324976	-	365	upstream	365	ACACA
chr17	35850172	35850195	24	*	X15753	11072	35849951	35873588	23638	+	0	inside	220	DUSP14
chr17	35969210	35969359	150	*	X15755	11276	35874900	35969486	94587	-	0	inside	126	SYNRG
chr17	36104891	36105010	120	*	X15758	6928	36046434	36105096	58663	-	0	inside	85	HNF1B
chr17	36507811	36507839	29	*	X15762	30837	36508007	36561846	53840	+	167	upstream	167	SOCS7
chr17	36507913	36507960	48	*	X15763	30837	36508007	36561846	53840	+	46	upstream	46	SOCS7
chr17	36507976	36508065	90	*	X15764	30837	36508007	36561846	53840	+	0	overlapStart	0	SOCS7
chr17	36584254	36584373	120	*	X15769	57636	36584720	36668628	83909	+	346	upstream	346	ARHGAP23
chr17	36584560	36584577	18	*	X15770	57636	36584720	36668628	83909	+	142	upstream	142	ARHGAP23
chr17	36584965	36585144	180	*	X15771	57636	36584720	36668628	83909	+	0	inside	244	ARHGAP23
chr17	36762313	36762386	74	*	X15822	80725	36686259	36762183	75925	-	129	upstream	129	SRCIN1
chr17	36762552	36762746	195	*	X15823	80725	36686259	36762183	75925	-	368	upstream	368	SRCIN1
chr17	36762882	36763121	240	*	X15824	80725	36686259	36762183	75925	-	698	upstream	698	SRCIN1
chr17	36763257	36763331	75	*	X15825	80725	36686259	36762183	75925	-	1073	upstream	1073	SRCIN1
chr17	36831755	36831953	199	*	X15836	100170841	36827959	36831187	3229	-	567	upstream	567	EPOP
chr17	36831969	36832088	120	*	X15837	100170841	36827959	36831187	3229	-	781	upstream	781	EPOP
chr17	36858635	36858664	30	*	X15839	100616203	36858515	36858584	70	-	50	upstream	50	MIR4734
chr17	36860369	36860389	21	*	X15840	100616203	36858515	36858584	70	-	1784	upstream	1784	MIR4734
chr17	36860369	36860389	21	*	X15840	4302	36861873	36886056	24184	+	1483	upstream	1483	MLLT6
chr17	36861063	36861122	60	*	X15841	4302	36861873	36886056	24184	+	750	upstream	750	MLLT6
chr17	36861992	36862141	150	*	X15842	4302	36861873	36886056	24184	+	0	inside	118	MLLT6
chr17	36875867	36875975	109	*	X15843	100616153	36875944	36876001	58	+	0	overlapStart	0	MIR4726
chr17	36885062	36885151	90	*	X15844	284106	36886510	36891858	5349	+	1358	upstream	1358	CISD3
chr17	36885680	36885776	97	*	X15845	284106	36886510	36891858	5349	+	733	upstream	733	CISD3
